GrandPrix,LapNumber,Compound,TyreLife,TrackTemp,LapTime_Seconds
Bahrain,20.0,HARD,5.0,23.652866242038222,97.357
Bahrain,21.0,HARD,6.0,23.652866242038222,97.342
Bahrain,22.0,HARD,7.0,23.652866242038222,97.122
Bahrain,23.0,HARD,8.0,23.652866242038222,97.265
Bahrain,24.0,HARD,9.0,23.652866242038222,97.046
Bahrain,25.0,HARD,10.0,23.652866242038222,97.179
Bahrain,26.0,HARD,11.0,23.652866242038222,97.638
Bahrain,27.0,HARD,12.0,23.652866242038222,96.945
Bahrain,28.0,HARD,13.0,23.652866242038222,97.256
Bahrain,29.0,HARD,14.0,23.652866242038222,97.104
Bahrain,30.0,HARD,15.0,23.652866242038222,96.982
Bahrain,31.0,HARD,16.0,23.652866242038222,96.957
Bahrain,32.0,HARD,17.0,23.652866242038222,97.056
Bahrain,33.0,HARD,18.0,23.652866242038222,97.202
Bahrain,34.0,HARD,19.0,23.652866242038222,97.601
Bahrain,35.0,HARD,20.0,23.652866242038222,97.273
Bahrain,36.0,HARD,21.0,23.652866242038222,98.343
Bahrain,37.0,HARD,22.0,23.652866242038222,96.799
Bahrain,38.0,HARD,23.0,23.652866242038222,97.297
Bahrain,39.0,HARD,24.0,23.652866242038222,97.946
Bahrain,40.0,HARD,25.0,23.652866242038222,98.061
Bahrain,41.0,HARD,26.0,23.652866242038222,100.261
Bahrain,42.0,HARD,1.0,23.652866242038222,116.899
Bahrain,43.0,HARD,2.0,23.652866242038222,95.107
Bahrain,44.0,HARD,3.0,23.652866242038222,94.981
Bahrain,45.0,HARD,4.0,23.652866242038222,94.872
Bahrain,46.0,HARD,5.0,23.652866242038222,95.126
Bahrain,47.0,HARD,6.0,23.652866242038222,95.225
Bahrain,48.0,HARD,7.0,23.652866242038222,94.199
Bahrain,49.0,HARD,8.0,23.652866242038222,94.571
Bahrain,50.0,HARD,9.0,23.652866242038222,94.677
Bahrain,51.0,HARD,10.0,23.652866242038222,94.916
Bahrain,52.0,HARD,11.0,23.652866242038222,94.862
Bahrain,53.0,HARD,12.0,23.652866242038222,95.249
Bahrain,54.0,HARD,13.0,23.652866242038222,95.745
Bahrain,55.0,HARD,14.0,23.652866242038222,95.066
Bahrain,56.0,HARD,15.0,23.652866242038222,95.014
Bahrain,57.0,HARD,16.0,23.652866242038222,95.276
Bahrain,2.0,SOFT,2.0,23.652866242038222,97.987
Bahrain,3.0,SOFT,3.0,23.652866242038222,98.279
Bahrain,4.0,SOFT,4.0,23.652866242038222,98.364
Bahrain,5.0,SOFT,5.0,23.652866242038222,98.725
Bahrain,6.0,SOFT,6.0,23.652866242038222,98.925
Bahrain,7.0,SOFT,7.0,23.652866242038222,98.769
Bahrain,8.0,SOFT,8.0,23.652866242038222,98.857
Bahrain,9.0,SOFT,9.0,23.652866242038222,102.112
Bahrain,11.0,HARD,2.0,23.652866242038222,96.494
Bahrain,12.0,HARD,3.0,23.652866242038222,97.175
Bahrain,13.0,HARD,4.0,23.652866242038222,97.289
Bahrain,14.0,HARD,5.0,23.652866242038222,97.624
Bahrain,15.0,HARD,6.0,23.652866242038222,97.533
Bahrain,16.0,HARD,7.0,23.652866242038222,98.027
Bahrain,17.0,HARD,8.0,23.652866242038222,98.777
Bahrain,18.0,HARD,9.0,23.652866242038222,97.417
Bahrain,19.0,HARD,10.0,23.652866242038222,97.554
Bahrain,20.0,HARD,11.0,23.652866242038222,97.859
Bahrain,21.0,HARD,12.0,23.652866242038222,98.022
Bahrain,22.0,HARD,13.0,23.652866242038222,98.175
Bahrain,23.0,HARD,14.0,23.652866242038222,97.826
Bahrain,24.0,HARD,15.0,23.652866242038222,98.138
Bahrain,25.0,HARD,16.0,23.652866242038222,97.994
Bahrain,26.0,HARD,17.0,23.652866242038222,98.133
Bahrain,27.0,HARD,18.0,23.652866242038222,100.71
Bahrain,28.0,HARD,1.0,23.652866242038222,116.64
Bahrain,29.0,HARD,2.0,23.652866242038222,95.854
Bahrain,30.0,HARD,3.0,23.652866242038222,95.632
Bahrain,31.0,HARD,4.0,23.652866242038222,96.202
Bahrain,32.0,HARD,5.0,23.652866242038222,95.821
Bahrain,33.0,HARD,6.0,23.652866242038222,96.349
Bahrain,34.0,HARD,7.0,23.652866242038222,96.332
Bahrain,35.0,HARD,8.0,23.652866242038222,96.242
Bahrain,36.0,HARD,9.0,23.652866242038222,96.086
Bahrain,37.0,HARD,10.0,23.652866242038222,95.987
Bahrain,38.0,HARD,11.0,23.652866242038222,96.364
Bahrain,39.0,HARD,12.0,23.652866242038222,96.353
Bahrain,40.0,HARD,13.0,23.652866242038222,96.485
Bahrain,41.0,HARD,14.0,23.652866242038222,96.322
Bahrain,42.0,HARD,15.0,23.652866242038222,96.343
Bahrain,43.0,HARD,16.0,23.652866242038222,96.304
Bahrain,44.0,HARD,17.0,23.652866242038222,96.564
Bahrain,45.0,HARD,18.0,23.652866242038222,96.243
Bahrain,46.0,HARD,19.0,23.652866242038222,96.379
Bahrain,47.0,HARD,20.0,23.652866242038222,96.298
Bahrain,48.0,HARD,21.0,23.652866242038222,97.325
Bahrain,49.0,HARD,22.0,23.652866242038222,96.871
Bahrain,50.0,HARD,23.0,23.652866242038222,96.541
Bahrain,51.0,HARD,24.0,23.652866242038222,96.763
Bahrain,52.0,HARD,25.0,23.652866242038222,96.934
Bahrain,53.0,HARD,26.0,23.652866242038222,96.64
Bahrain,54.0,HARD,27.0,23.652866242038222,96.693
Bahrain,55.0,HARD,28.0,23.652866242038222,96.68
Bahrain,56.0,HARD,29.0,23.652866242038222,96.582
Bahrain,57.0,HARD,30.0,23.652866242038222,97.335
Bahrain,2.0,SOFT,2.0,23.652866242038222,98.92
Bahrain,3.0,SOFT,3.0,23.652866242038222,98.582
Bahrain,4.0,SOFT,4.0,23.652866242038222,98.428
Bahrain,5.0,SOFT,5.0,23.652866242038222,98.798
Bahrain,6.0,SOFT,6.0,23.652866242038222,98.488
Bahrain,7.0,SOFT,7.0,23.652866242038222,99.517
Bahrain,8.0,SOFT,8.0,23.652866242038222,99.646
Bahrain,9.0,SOFT,9.0,23.652866242038222,101.849
Bahrain,11.0,HARD,2.0,23.652866242038222,96.365
Bahrain,12.0,HARD,3.0,23.652866242038222,96.995
Bahrain,13.0,HARD,4.0,23.652866242038222,97.436
Bahrain,14.0,HARD,5.0,23.652866242038222,97.482
Bahrain,15.0,HARD,6.0,23.652866242038222,97.5
Bahrain,16.0,HARD,7.0,23.652866242038222,97.659
Bahrain,17.0,HARD,8.0,23.652866242038222,98.475
Bahrain,18.0,HARD,9.0,23.652866242038222,97.552
Bahrain,19.0,HARD,10.0,23.652866242038222,97.652
Bahrain,20.0,HARD,11.0,23.652866242038222,97.749
Bahrain,21.0,HARD,12.0,23.652866242038222,97.947
Bahrain,22.0,HARD,13.0,23.652866242038222,97.852
Bahrain,23.0,HARD,14.0,23.652866242038222,97.788
Bahrain,24.0,HARD,15.0,23.652866242038222,97.894
Bahrain,25.0,HARD,16.0,23.652866242038222,97.883
Bahrain,26.0,HARD,17.0,23.652866242038222,97.995
Bahrain,27.0,HARD,18.0,23.652866242038222,98.053
Bahrain,28.0,HARD,19.0,23.652866242038222,100.675
Bahrain,29.0,HARD,1.0,23.652866242038222,117.076
Bahrain,30.0,HARD,2.0,23.652866242038222,95.458
Bahrain,31.0,HARD,3.0,23.652866242038222,96.297
Bahrain,32.0,HARD,4.0,23.652866242038222,96.048
Bahrain,33.0,HARD,5.0,23.652866242038222,97.971
Bahrain,34.0,HARD,6.0,23.652866242038222,96.518
Bahrain,35.0,HARD,7.0,23.652866242038222,96.546
Bahrain,36.0,HARD,8.0,23.652866242038222,96.931
Bahrain,37.0,HARD,9.0,23.652866242038222,96.805
Bahrain,38.0,HARD,10.0,23.652866242038222,96.857
Bahrain,39.0,HARD,11.0,23.652866242038222,96.637
Bahrain,40.0,HARD,12.0,23.652866242038222,96.683
Bahrain,41.0,HARD,13.0,23.652866242038222,96.695
Bahrain,42.0,HARD,14.0,23.652866242038222,96.652
Bahrain,43.0,HARD,15.0,23.652866242038222,96.771
Bahrain,44.0,HARD,16.0,23.652866242038222,97.417
Bahrain,45.0,HARD,17.0,23.652866242038222,96.68
Bahrain,46.0,HARD,18.0,23.652866242038222,96.741
Bahrain,47.0,HARD,19.0,23.652866242038222,96.561
Bahrain,48.0,HARD,20.0,23.652866242038222,96.654
Bahrain,49.0,HARD,21.0,23.652866242038222,96.72
Bahrain,50.0,HARD,22.0,23.652866242038222,96.792
Bahrain,51.0,HARD,23.0,23.652866242038222,97.042
Bahrain,52.0,HARD,24.0,23.652866242038222,97.394
Bahrain,53.0,HARD,25.0,23.652866242038222,97.141
Bahrain,54.0,HARD,26.0,23.652866242038222,98.389
Bahrain,55.0,HARD,27.0,23.652866242038222,97.383
Bahrain,56.0,HARD,28.0,23.652866242038222,97.333
Bahrain,2.0,SOFT,2.0,23.652866242038222,98.911
Bahrain,3.0,SOFT,3.0,23.652866242038222,98.399
Bahrain,4.0,SOFT,4.0,23.652866242038222,98.497
Bahrain,5.0,SOFT,5.0,23.652866242038222,98.576
Bahrain,6.0,SOFT,6.0,23.652866242038222,98.529
Bahrain,7.0,SOFT,7.0,23.652866242038222,100.058
Bahrain,8.0,SOFT,8.0,23.652866242038222,99.172
Bahrain,9.0,SOFT,9.0,23.652866242038222,98.861
Bahrain,11.0,SOFT,11.0,23.652866242038222,101.088
Bahrain,12.0,HARD,1.0,23.652866242038222,119.682
Bahrain,13.0,HARD,2.0,23.652866242038222,96.89
Bahrain,14.0,HARD,3.0,23.652866242038222,97.59
Bahrain,15.0,HARD,4.0,23.652866242038222,98.332
Bahrain,16.0,HARD,5.0,23.652866242038222,97.749
Bahrain,17.0,HARD,6.0,23.652866242038222,98.282
Bahrain,18.0,HARD,7.0,23.652866242038222,97.583
Bahrain,19.0,HARD,8.0,23.652866242038222,97.792
Bahrain,20.0,HARD,9.0,23.652866242038222,98.062
Bahrain,21.0,HARD,10.0,23.652866242038222,98.01
Bahrain,22.0,HARD,11.0,23.652866242038222,98.147
Bahrain,23.0,HARD,12.0,23.652866242038222,98.293
Bahrain,24.0,HARD,13.0,23.652866242038222,98.156
Bahrain,25.0,HARD,14.0,23.652866242038222,98.29
Bahrain,26.0,HARD,15.0,23.652866242038222,98.093
Bahrain,27.0,HARD,16.0,23.652866242038222,98.226
Bahrain,28.0,HARD,17.0,23.652866242038222,97.936
Bahrain,29.0,HARD,18.0,23.652866242038222,97.965
Bahrain,30.0,HARD,19.0,23.652866242038222,98.04
Bahrain,31.0,HARD,20.0,23.652866242038222,98.0
Bahrain,32.0,HARD,21.0,23.652866242038222,100.565
Bahrain,33.0,HARD,1.0,23.652866242038222,116.655
Bahrain,34.0,HARD,2.0,23.652866242038222,95.57
Bahrain,35.0,HARD,3.0,23.652866242038222,95.698
Bahrain,36.0,HARD,4.0,23.652866242038222,95.851
Bahrain,37.0,HARD,5.0,23.652866242038222,95.741
Bahrain,38.0,HARD,6.0,23.652866242038222,96.042
Bahrain,39.0,HARD,7.0,23.652866242038222,95.876
Bahrain,40.0,HARD,8.0,23.652866242038222,96.071
Bahrain,41.0,HARD,9.0,23.652866242038222,96.34
Bahrain,42.0,HARD,10.0,23.652866242038222,96.31
Bahrain,43.0,HARD,11.0,23.652866242038222,96.232
Bahrain,44.0,HARD,12.0,23.652866242038222,96.249
Bahrain,45.0,HARD,13.0,23.652866242038222,96.349
Bahrain,46.0,HARD,14.0,23.652866242038222,96.446
Bahrain,47.0,HARD,15.0,23.652866242038222,96.454
Bahrain,48.0,HARD,16.0,23.652866242038222,96.679
Bahrain,49.0,HARD,17.0,23.652866242038222,96.842
Bahrain,50.0,HARD,18.0,23.652866242038222,97.035
Bahrain,51.0,HARD,19.0,23.652866242038222,96.929
Bahrain,52.0,HARD,20.0,23.652866242038222,96.93
Bahrain,53.0,HARD,21.0,23.652866242038222,97.958
Bahrain,54.0,HARD,22.0,23.652866242038222,96.89
Bahrain,55.0,HARD,23.0,23.652866242038222,97.457
Bahrain,56.0,HARD,24.0,23.652866242038222,97.584
Bahrain,2.0,SOFT,5.0,23.652866242038222,99.509
Bahrain,3.0,SOFT,6.0,23.652866242038222,98.76
Bahrain,4.0,SOFT,7.0,23.652866242038222,98.61
Bahrain,5.0,SOFT,8.0,23.652866242038222,98.704
Bahrain,6.0,SOFT,9.0,23.652866242038222,98.689
Bahrain,7.0,SOFT,10.0,23.652866242038222,99.193
Bahrain,8.0,SOFT,11.0,23.652866242038222,99.529
Bahrain,9.0,SOFT,12.0,23.652866242038222,99.338
Bahrain,11.0,SOFT,14.0,23.652866242038222,99.033
Bahrain,12.0,SOFT,15.0,23.652866242038222,98.893
Bahrain,13.0,SOFT,16.0,23.652866242038222,102.173
Bahrain,14.0,HARD,1.0,23.652866242038222,119.408
Bahrain,15.0,HARD,2.0,23.652866242038222,97.07
Bahrain,16.0,HARD,3.0,23.652866242038222,97.176
Bahrain,17.0,HARD,4.0,23.652866242038222,97.29
Bahrain,18.0,HARD,5.0,23.652866242038222,97.7
Bahrain,19.0,HARD,6.0,23.652866242038222,98.35
Bahrain,20.0,HARD,7.0,23.652866242038222,97.865
Bahrain,21.0,HARD,8.0,23.652866242038222,97.392
Bahrain,22.0,HARD,9.0,23.652866242038222,97.75
Bahrain,23.0,HARD,10.0,23.652866242038222,97.772
Bahrain,24.0,HARD,11.0,23.652866242038222,97.766
Bahrain,25.0,HARD,12.0,23.652866242038222,97.973
Bahrain,26.0,HARD,13.0,23.652866242038222,98.029
Bahrain,27.0,HARD,14.0,23.652866242038222,98.152
Bahrain,28.0,HARD,15.0,23.652866242038222,98.045
Bahrain,29.0,HARD,16.0,23.652866242038222,97.96
Bahrain,30.0,HARD,17.0,23.652866242038222,97.978
Bahrain,31.0,HARD,18.0,23.652866242038222,98.154
Bahrain,32.0,HARD,19.0,23.652866242038222,98.025
Bahrain,33.0,HARD,20.0,23.652866242038222,98.15
Bahrain,34.0,HARD,21.0,23.652866242038222,98.246
Bahrain,35.0,HARD,22.0,23.652866242038222,100.595
Bahrain,36.0,SOFT,1.0,23.652866242038222,116.995
Bahrain,37.0,SOFT,2.0,23.652866242038222,95.163
Bahrain,38.0,SOFT,3.0,23.652866242038222,95.46
Bahrain,39.0,SOFT,4.0,23.652866242038222,95.475
Bahrain,40.0,SOFT,5.0,23.652866242038222,95.578
Bahrain,41.0,SOFT,6.0,23.652866242038222,95.644
Bahrain,42.0,SOFT,7.0,23.652866242038222,95.338
Bahrain,43.0,SOFT,8.0,23.652866242038222,95.56
Bahrain,44.0,SOFT,9.0,23.652866242038222,95.49
Bahrain,45.0,SOFT,10.0,23.652866242038222,95.57
Bahrain,46.0,SOFT,11.0,23.652866242038222,95.507
Bahrain,47.0,SOFT,12.0,23.652866242038222,95.831
Bahrain,48.0,SOFT,13.0,23.652866242038222,96.236
Bahrain,49.0,SOFT,14.0,23.652866242038222,96.442
Bahrain,50.0,SOFT,15.0,23.652866242038222,96.609
Bahrain,51.0,SOFT,16.0,23.652866242038222,97.103
Bahrain,52.0,SOFT,17.0,23.652866242038222,97.529
Bahrain,53.0,SOFT,18.0,23.652866242038222,96.745
Bahrain,54.0,SOFT,19.0,23.652866242038222,96.661
Bahrain,55.0,SOFT,20.0,23.652866242038222,97.375
Bahrain,56.0,SOFT,21.0,23.652866242038222,97.662
Bahrain,2.0,SOFT,2.0,23.652866242038222,98.689
Bahrain,3.0,SOFT,3.0,23.652866242038222,98.431
Bahrain,4.0,SOFT,4.0,23.652866242038222,98.31
Bahrain,5.0,SOFT,5.0,23.652866242038222,98.321
Bahrain,6.0,SOFT,6.0,23.652866242038222,98.361
Bahrain,7.0,SOFT,7.0,23.652866242038222,98.364
Bahrain,8.0,SOFT,8.0,23.652866242038222,98.513
Bahrain,9.0,SOFT,9.0,23.652866242038222,98.554
Bahrain,11.0,SOFT,11.0,23.652866242038222,98.799
Bahrain,12.0,SOFT,12.0,23.652866242038222,98.769
Bahrain,13.0,SOFT,13.0,23.652866242038222,98.86
Bahrain,14.0,SOFT,14.0,23.652866242038222,101.138
Bahrain,15.0,HARD,1.0,23.652866242038222,119.588
Bahrain,16.0,HARD,2.0,23.652866242038222,97.516
Bahrain,17.0,HARD,3.0,23.652866242038222,97.482
Bahrain,18.0,HARD,4.0,23.652866242038222,97.359
Bahrain,19.0,HARD,5.0,23.652866242038222,97.396
Bahrain,20.0,HARD,6.0,23.652866242038222,97.766
Bahrain,21.0,HARD,7.0,23.652866242038222,97.777
Bahrain,22.0,HARD,8.0,23.652866242038222,97.837
Bahrain,23.0,HARD,9.0,23.652866242038222,97.671
Bahrain,24.0,HARD,10.0,23.652866242038222,97.634
Bahrain,25.0,HARD,11.0,23.652866242038222,97.851
Bahrain,26.0,HARD,12.0,23.652866242038222,98.058
Bahrain,27.0,HARD,13.0,23.652866242038222,98.083
Bahrain,28.0,HARD,14.0,23.652866242038222,98.164
Bahrain,29.0,HARD,15.0,23.652866242038222,97.777
Bahrain,30.0,HARD,16.0,23.652866242038222,97.477
Bahrain,31.0,HARD,17.0,23.652866242038222,97.468
Bahrain,32.0,HARD,18.0,23.652866242038222,97.847
Bahrain,33.0,HARD,19.0,23.652866242038222,97.498
Bahrain,34.0,HARD,20.0,23.652866242038222,100.835
Bahrain,35.0,HARD,1.0,23.652866242038222,117.417
Bahrain,36.0,HARD,2.0,23.652866242038222,97.706
Bahrain,37.0,HARD,3.0,23.652866242038222,95.833
Bahrain,38.0,HARD,4.0,23.652866242038222,97.046
Bahrain,39.0,HARD,5.0,23.652866242038222,96.125
Bahrain,40.0,HARD,6.0,23.652866242038222,96.263
Bahrain,41.0,HARD,7.0,23.652866242038222,96.179
Bahrain,42.0,HARD,8.0,23.652866242038222,95.981
Bahrain,43.0,HARD,9.0,23.652866242038222,95.956
Bahrain,44.0,HARD,10.0,23.652866242038222,96.144
Bahrain,45.0,HARD,11.0,23.652866242038222,95.964
Bahrain,46.0,HARD,12.0,23.652866242038222,96.187
Bahrain,47.0,HARD,13.0,23.652866242038222,96.396
Bahrain,48.0,HARD,14.0,23.652866242038222,96.554
Bahrain,49.0,HARD,15.0,23.652866242038222,96.695
Bahrain,50.0,HARD,16.0,23.652866242038222,96.827
Bahrain,51.0,HARD,17.0,23.652866242038222,97.067
Bahrain,52.0,HARD,18.0,23.652866242038222,99.042
Bahrain,53.0,HARD,19.0,23.652866242038222,96.838
Bahrain,54.0,HARD,20.0,23.652866242038222,96.672
Bahrain,55.0,HARD,21.0,23.652866242038222,97.269
Bahrain,56.0,HARD,22.0,23.652866242038222,97.473
Bahrain,2.0,SOFT,2.0,23.652866242038222,98.826
Bahrain,3.0,SOFT,3.0,23.652866242038222,98.507
Bahrain,4.0,SOFT,4.0,23.652866242038222,98.422
Bahrain,5.0,SOFT,5.0,23.652866242038222,98.509
Bahrain,6.0,SOFT,6.0,23.652866242038222,98.575
Bahrain,7.0,SOFT,7.0,23.652866242038222,98.971
Bahrain,8.0,SOFT,8.0,23.652866242038222,98.66
Bahrain,9.0,SOFT,9.0,23.652866242038222,98.652
Bahrain,11.0,SOFT,11.0,23.652866242038222,98.835
Bahrain,12.0,SOFT,12.0,23.652866242038222,98.934
Bahrain,13.0,SOFT,13.0,23.652866242038222,98.823
Bahrain,14.0,SOFT,14.0,23.652866242038222,98.977
Bahrain,15.0,SOFT,15.0,23.652866242038222,101.171
Bahrain,16.0,HARD,1.0,23.652866242038222,119.341
Bahrain,17.0,HARD,2.0,23.652866242038222,97.392
Bahrain,18.0,HARD,3.0,23.652866242038222,97.59
Bahrain,19.0,HARD,4.0,23.652866242038222,97.763
Bahrain,20.0,HARD,5.0,23.652866242038222,97.701
Bahrain,21.0,HARD,6.0,23.652866242038222,97.918
Bahrain,22.0,HARD,7.0,23.652866242038222,98.031
Bahrain,23.0,HARD,8.0,23.652866242038222,97.869
Bahrain,24.0,HARD,9.0,23.652866242038222,98.204
Bahrain,25.0,HARD,10.0,23.652866242038222,98.226
Bahrain,26.0,HARD,11.0,23.652866242038222,98.1
Bahrain,27.0,HARD,12.0,23.652866242038222,98.296
Bahrain,28.0,HARD,13.0,23.652866242038222,98.048
Bahrain,29.0,HARD,14.0,23.652866242038222,97.879
Bahrain,30.0,HARD,15.0,23.652866242038222,97.968
Bahrain,31.0,HARD,16.0,23.652866242038222,98.135
Bahrain,32.0,HARD,17.0,23.652866242038222,98.183
Bahrain,33.0,HARD,18.0,23.652866242038222,98.346
Bahrain,34.0,HARD,19.0,23.652866242038222,97.75
Bahrain,35.0,HARD,20.0,23.652866242038222,97.767
Bahrain,36.0,HARD,21.0,23.652866242038222,100.333
Bahrain,37.0,HARD,1.0,23.652866242038222,117.632
Bahrain,38.0,HARD,2.0,23.652866242038222,96.129
Bahrain,39.0,HARD,3.0,23.652866242038222,95.856
Bahrain,40.0,HARD,4.0,23.652866242038222,95.723
Bahrain,41.0,HARD,5.0,23.652866242038222,95.885
Bahrain,42.0,HARD,6.0,23.652866242038222,95.799
Bahrain,43.0,HARD,7.0,23.652866242038222,95.766
Bahrain,44.0,HARD,8.0,23.652866242038222,95.783
Bahrain,45.0,HARD,9.0,23.652866242038222,95.758
Bahrain,46.0,HARD,10.0,23.652866242038222,96.008
Bahrain,47.0,HARD,11.0,23.652866242038222,96.026
Bahrain,48.0,HARD,12.0,23.652866242038222,96.135
Bahrain,49.0,HARD,13.0,23.652866242038222,97.102
Bahrain,50.0,HARD,14.0,23.652866242038222,97.616
Bahrain,51.0,HARD,15.0,23.652866242038222,97.493
Bahrain,52.0,HARD,16.0,23.652866242038222,96.218
Bahrain,53.0,HARD,17.0,23.652866242038222,96.308
Bahrain,54.0,HARD,18.0,23.652866242038222,96.334
Bahrain,55.0,HARD,19.0,23.652866242038222,96.593
Bahrain,56.0,HARD,20.0,23.652866242038222,96.922
Bahrain,2.0,HARD,1.0,23.652866242038222,130.911
Bahrain,3.0,HARD,2.0,23.652866242038222,97.317
Bahrain,4.0,HARD,3.0,23.652866242038222,97.349
Bahrain,5.0,HARD,4.0,23.652866242038222,97.663
Bahrain,6.0,HARD,5.0,23.652866242038222,97.896
Bahrain,7.0,HARD,6.0,23.652866242038222,97.682
Bahrain,8.0,HARD,7.0,23.652866242038222,97.82
Bahrain,11.0,HARD,10.0,23.652866242038222,97.638
Bahrain,12.0,HARD,11.0,23.652866242038222,97.706
Bahrain,13.0,HARD,12.0,23.652866242038222,97.801
Bahrain,14.0,HARD,13.0,23.652866242038222,97.879
Bahrain,15.0,HARD,14.0,23.652866242038222,98.11
Bahrain,16.0,HARD,15.0,23.652866242038222,97.796
Bahrain,17.0,HARD,16.0,23.652866242038222,97.891
Bahrain,18.0,HARD,17.0,23.652866242038222,98.216
Bahrain,19.0,HARD,18.0,23.652866242038222,97.862
Bahrain,20.0,HARD,19.0,23.652866242038222,100.798
Bahrain,21.0,HARD,1.0,23.652866242038222,118.699
Bahrain,22.0,HARD,2.0,23.652866242038222,96.858
Bahrain,23.0,HARD,3.0,23.652866242038222,96.725
Bahrain,24.0,HARD,4.0,23.652866242038222,96.626
Bahrain,25.0,HARD,5.0,23.652866242038222,96.652
Bahrain,26.0,HARD,6.0,23.652866242038222,96.548
Bahrain,27.0,HARD,7.0,23.652866242038222,96.647
Bahrain,28.0,HARD,8.0,23.652866242038222,97.254
Bahrain,29.0,HARD,9.0,23.652866242038222,96.837
Bahrain,30.0,HARD,10.0,23.652866242038222,96.691
Bahrain,31.0,HARD,11.0,23.652866242038222,96.578
Bahrain,32.0,HARD,12.0,23.652866242038222,96.935
Bahrain,33.0,HARD,13.0,23.652866242038222,96.784
Bahrain,34.0,HARD,14.0,23.652866242038222,96.692
Bahrain,35.0,HARD,15.0,23.652866242038222,96.959
Bahrain,36.0,HARD,16.0,23.652866242038222,96.795
Bahrain,37.0,HARD,17.0,23.652866242038222,96.723
Bahrain,38.0,HARD,18.0,23.652866242038222,100.083
Bahrain,39.0,HARD,19.0,23.652866242038222,97.476
Bahrain,40.0,HARD,20.0,23.652866242038222,97.088
Bahrain,41.0,HARD,21.0,23.652866242038222,99.569
Bahrain,42.0,SOFT,2.0,23.652866242038222,116.108
Bahrain,43.0,SOFT,3.0,23.652866242038222,95.76
Bahrain,44.0,SOFT,4.0,23.652866242038222,95.59
Bahrain,45.0,SOFT,5.0,23.652866242038222,95.119
Bahrain,46.0,SOFT,6.0,23.652866242038222,94.834
Bahrain,47.0,SOFT,7.0,23.652866242038222,95.226
Bahrain,48.0,SOFT,8.0,23.652866242038222,95.146
Bahrain,49.0,SOFT,9.0,23.652866242038222,95.494
Bahrain,50.0,SOFT,10.0,23.652866242038222,95.167
Bahrain,51.0,SOFT,11.0,23.652866242038222,95.529
Bahrain,52.0,SOFT,12.0,23.652866242038222,95.921
Bahrain,53.0,SOFT,13.0,23.652866242038222,95.994
Bahrain,54.0,SOFT,14.0,23.652866242038222,95.786
Bahrain,55.0,SOFT,15.0,23.652866242038222,95.736
Bahrain,56.0,SOFT,16.0,23.652866242038222,95.602
Bahrain,2.0,SOFT,2.0,23.652866242038222,99.094
Bahrain,3.0,SOFT,3.0,23.652866242038222,98.771
Bahrain,4.0,SOFT,4.0,23.652866242038222,98.625
Bahrain,5.0,SOFT,5.0,23.652866242038222,98.64
Bahrain,6.0,SOFT,6.0,23.652866242038222,98.874
Bahrain,7.0,SOFT,7.0,23.652866242038222,99.152
Bahrain,8.0,SOFT,8.0,23.652866242038222,99.422
Bahrain,9.0,SOFT,9.0,23.652866242038222,99.312
Bahrain,11.0,HARD,1.0,23.652866242038222,119.014
Bahrain,12.0,HARD,2.0,23.652866242038222,97.599
Bahrain,13.0,HARD,3.0,23.652866242038222,97.363
Bahrain,14.0,HARD,4.0,23.652866242038222,97.537
Bahrain,15.0,HARD,5.0,23.652866242038222,97.843
Bahrain,16.0,HARD,6.0,23.652866242038222,97.902
Bahrain,17.0,HARD,7.0,23.652866242038222,98.911
Bahrain,18.0,HARD,8.0,23.652866242038222,98.12
Bahrain,19.0,HARD,9.0,23.652866242038222,98.332
Bahrain,20.0,HARD,10.0,23.652866242038222,98.185
Bahrain,21.0,HARD,11.0,23.652866242038222,99.363
Bahrain,22.0,HARD,12.0,23.652866242038222,98.655
Bahrain,23.0,HARD,13.0,23.652866242038222,98.407
Bahrain,24.0,HARD,14.0,23.652866242038222,98.42
Bahrain,25.0,HARD,15.0,23.652866242038222,98.494
Bahrain,26.0,HARD,16.0,23.652866242038222,98.665
Bahrain,27.0,HARD,17.0,23.652866242038222,98.549
Bahrain,28.0,HARD,18.0,23.652866242038222,98.372
Bahrain,29.0,HARD,19.0,23.652866242038222,98.556
Bahrain,30.0,HARD,20.0,23.652866242038222,101.21
Bahrain,31.0,HARD,1.0,23.652866242038222,119.322
Bahrain,32.0,HARD,2.0,23.652866242038222,96.887
Bahrain,33.0,HARD,3.0,23.652866242038222,96.704
Bahrain,34.0,HARD,4.0,23.652866242038222,96.226
Bahrain,35.0,HARD,5.0,23.652866242038222,96.354
Bahrain,36.0,HARD,6.0,23.652866242038222,97.229
Bahrain,37.0,HARD,7.0,23.652866242038222,96.58
Bahrain,38.0,HARD,8.0,23.652866242038222,96.814
Bahrain,39.0,HARD,9.0,23.652866242038222,96.552
Bahrain,40.0,HARD,10.0,23.652866242038222,96.608
Bahrain,41.0,HARD,11.0,23.652866242038222,96.621
Bahrain,42.0,HARD,12.0,23.652866242038222,96.592
Bahrain,43.0,HARD,13.0,23.652866242038222,96.679
Bahrain,44.0,HARD,14.0,23.652866242038222,96.649
Bahrain,45.0,HARD,15.0,23.652866242038222,98.049
Bahrain,46.0,HARD,16.0,23.652866242038222,96.975
Bahrain,47.0,HARD,17.0,23.652866242038222,96.656
