GrandPrix,Driver,LapNumber,Compound,TyreLife,TrackTemp,LapTime_Seconds
Austria,LEC,17.0,MEDIUM,1.0,46.420979020979026,88.526
Austria,LEC,18.0,MEDIUM,2.0,46.420979020979026,71.199
Austria,LEC,19.0,MEDIUM,3.0,46.420979020979026,71.157
Austria,LEC,20.0,MEDIUM,4.0,46.420979020979026,71.041
Austria,LEC,21.0,MEDIUM,5.0,46.420979020979026,70.952
Austria,LEC,22.0,MEDIUM,6.0,46.420979020979026,70.639
Austria,LEC,23.0,MEDIUM,7.0,46.420979020979026,70.5
Austria,LEC,24.0,MEDIUM,8.0,46.420979020979026,70.622
Austria,LEC,25.0,MEDIUM,9.0,46.420979020979026,70.459
Austria,LEC,26.0,MEDIUM,10.0,46.420979020979026,70.309
Austria,LEC,27.0,MEDIUM,11.0,46.420979020979026,70.726
Austria,LEC,28.0,MEDIUM,12.0,46.420979020979026,71.475
Austria,LEC,29.0,MEDIUM,13.0,46.420979020979026,70.795
Austria,LEC,30.0,MEDIUM,14.0,46.420979020979026,70.401
Austria,LEC,31.0,MEDIUM,15.0,46.420979020979026,70.681
Austria,LEC,32.0,MEDIUM,16.0,46.420979020979026,70.736
Austria,LEC,33.0,MEDIUM,17.0,46.420979020979026,74.757
Austria,LEC,34.0,MEDIUM,2.0,46.420979020979026,88.479
Austria,LEC,35.0,MEDIUM,3.0,46.420979020979026,70.055
Austria,LEC,36.0,MEDIUM,4.0,46.420979020979026,69.894
Austria,LEC,37.0,MEDIUM,5.0,46.420979020979026,70.008
Austria,LEC,38.0,MEDIUM,6.0,46.420979020979026,70.477
Austria,LEC,39.0,MEDIUM,7.0,46.420979020979026,70.143
Austria,LEC,40.0,MEDIUM,8.0,46.420979020979026,70.308
Austria,LEC,41.0,MEDIUM,9.0,46.420979020979026,70.368
Austria,LEC,42.0,MEDIUM,10.0,46.420979020979026,70.118
Austria,LEC,43.0,MEDIUM,11.0,46.420979020979026,70.946
Austria,LEC,44.0,MEDIUM,12.0,46.420979020979026,70.543
Austria,LEC,45.0,MEDIUM,13.0,46.420979020979026,70.193
Austria,LEC,46.0,MEDIUM,14.0,46.420979020979026,70.522
Austria,LEC,47.0,MEDIUM,15.0,46.420979020979026,70.789
Austria,LEC,48.0,MEDIUM,16.0,46.420979020979026,70.595
Austria,LEC,49.0,MEDIUM,17.0,46.420979020979026,70.568
Austria,LEC,50.0,MEDIUM,18.0,46.420979020979026,71.739
Austria,LEC,51.0,MEDIUM,19.0,46.420979020979026,73.925
Austria,LEC,52.0,MEDIUM,7.0,46.420979020979026,86.074
Austria,LEC,53.0,MEDIUM,8.0,46.420979020979026,70.734
Austria,LEC,54.0,MEDIUM,9.0,46.420979020979026,69.683
Austria,LEC,55.0,MEDIUM,10.0,46.420979020979026,69.584
Austria,LEC,56.0,MEDIUM,11.0,46.420979020979026,69.801
Austria,LEC,57.0,MEDIUM,12.0,46.420979020979026,69.687
Austria,LEC,58.0,MEDIUM,13.0,46.420979020979026,69.649
Austria,LEC,59.0,MEDIUM,14.0,46.420979020979026,70.285
Austria,LEC,60.0,MEDIUM,15.0,46.420979020979026,70.36
Austria,LEC,61.0,MEDIUM,16.0,46.420979020979026,69.931
Austria,LEC,62.0,MEDIUM,17.0,46.420979020979026,69.857
Austria,LEC,64.0,MEDIUM,19.0,46.420979020979026,70.092
Austria,LEC,66.0,MEDIUM,21.0,46.420979020979026,69.776
Austria,LEC,67.0,MEDIUM,22.0,46.420979020979026,70.353
Austria,LEC,68.0,MEDIUM,23.0,46.420979020979026,70.413
Austria,LEC,69.0,MEDIUM,24.0,46.420979020979026,70.739
Austria,LEC,70.0,MEDIUM,25.0,46.420979020979026,70.488
Austria,LEC,71.0,MEDIUM,26.0,46.420979020979026,70.256
Austria,OCO,1.0,MEDIUM,1.0,46.420979020979026,77.703
Austria,OCO,2.0,MEDIUM,2.0,46.420979020979026,71.478
Austria,OCO,3.0,MEDIUM,3.0,46.420979020979026,71.036
Austria,OCO,4.0,MEDIUM,4.0,46.420979020979026,70.919
Austria,OCO,5.0,MEDIUM,5.0,46.420979020979026,71.044
Austria,OCO,6.0,MEDIUM,6.0,46.420979020979026,71.182
Austria,OCO,7.0,MEDIUM,7.0,46.420979020979026,71.587
Austria,OCO,8.0,MEDIUM,8.0,46.420979020979026,71.63
Austria,OCO,9.0,MEDIUM,9.0,46.420979020979026,71.589
Austria,OCO,10.0,MEDIUM,10.0,46.420979020979026,71.884
Austria,OCO,11.0,MEDIUM,11.0,46.420979020979026,71.935
Austria,OCO,12.0,MEDIUM,12.0,46.420979020979026,71.807
Austria,OCO,13.0,MEDIUM,13.0,46.420979020979026,72.137
Austria,OCO,14.0,MEDIUM,14.0,46.420979020979026,72.017
Austria,OCO,15.0,MEDIUM,15.0,46.420979020979026,72.178
Austria,OCO,16.0,MEDIUM,16.0,46.420979020979026,72.263
Austria,OCO,17.0,MEDIUM,17.0,46.420979020979026,72.349
Austria,OCO,18.0,MEDIUM,18.0,46.420979020979026,72.182
Austria,OCO,19.0,MEDIUM,19.0,46.420979020979026,76.146
Austria,OCO,20.0,HARD,1.0,46.420979020979026,88.784
Austria,OCO,21.0,HARD,2.0,46.420979020979026,71.198
Austria,OCO,22.0,HARD,3.0,46.420979020979026,71.526
Austria,OCO,23.0,HARD,4.0,46.420979020979026,70.86
Austria,OCO,24.0,HARD,5.0,46.420979020979026,70.897
Austria,OCO,25.0,HARD,6.0,46.420979020979026,71.155
Austria,OCO,26.0,HARD,7.0,46.420979020979026,71.193
Austria,OCO,27.0,HARD,8.0,46.420979020979026,71.267
Austria,OCO,28.0,HARD,9.0,46.420979020979026,71.369
Austria,OCO,29.0,HARD,10.0,46.420979020979026,72.031
Austria,OCO,30.0,HARD,11.0,46.420979020979026,71.95
Austria,OCO,31.0,HARD,12.0,46.420979020979026,71.737
Austria,OCO,32.0,HARD,13.0,46.420979020979026,71.938
Austria,OCO,33.0,HARD,14.0,46.420979020979026,71.658
Austria,OCO,34.0,HARD,15.0,46.420979020979026,72.058
Austria,OCO,35.0,HARD,16.0,46.420979020979026,72.553
Austria,OCO,36.0,HARD,17.0,46.420979020979026,71.583
Austria,OCO,37.0,HARD,18.0,46.420979020979026,71.745
Austria,OCO,38.0,HARD,19.0,46.420979020979026,71.375
Austria,OCO,39.0,HARD,20.0,46.420979020979026,71.967
Austria,OCO,40.0,HARD,21.0,46.420979020979026,72.992
Austria,OCO,41.0,HARD,22.0,46.420979020979026,72.323
Austria,OCO,42.0,HARD,23.0,46.420979020979026,71.754
Austria,OCO,43.0,HARD,24.0,46.420979020979026,75.176
Austria,OCO,44.0,MEDIUM,1.0,46.420979020979026,86.575
Austria,OCO,45.0,MEDIUM,2.0,46.420979020979026,69.649
Austria,OCO,46.0,MEDIUM,3.0,46.420979020979026,69.894
Austria,OCO,47.0,MEDIUM,4.0,46.420979020979026,70.161
Austria,OCO,48.0,MEDIUM,5.0,46.420979020979026,70.225
Austria,OCO,49.0,MEDIUM,6.0,46.420979020979026,70.189
Austria,OCO,50.0,MEDIUM,7.0,46.420979020979026,70.526
Austria,OCO,51.0,MEDIUM,8.0,46.420979020979026,70.93
Austria,OCO,52.0,MEDIUM,9.0,46.420979020979026,70.468
Austria,OCO,53.0,MEDIUM,10.0,46.420979020979026,70.776
Austria,OCO,54.0,MEDIUM,11.0,46.420979020979026,70.459
Austria,OCO,55.0,MEDIUM,12.0,46.420979020979026,70.504
Austria,OCO,56.0,MEDIUM,13.0,46.420979020979026,70.491
Austria,OCO,57.0,MEDIUM,14.0,46.420979020979026,70.762
Austria,OCO,58.0,MEDIUM,15.0,46.420979020979026,71.106
Austria,OCO,59.0,MEDIUM,16.0,46.420979020979026,71.355
Austria,OCO,60.0,MEDIUM,17.0,46.420979020979026,70.962
Austria,OCO,61.0,MEDIUM,18.0,46.420979020979026,72.917
Austria,OCO,62.0,MEDIUM,19.0,46.420979020979026,71.462
Austria,OCO,64.0,MEDIUM,21.0,46.420979020979026,71.411
Austria,OCO,66.0,MEDIUM,23.0,46.420979020979026,71.192
Austria,OCO,67.0,MEDIUM,24.0,46.420979020979026,70.886
Austria,OCO,68.0,MEDIUM,25.0,46.420979020979026,70.816
Austria,OCO,69.0,MEDIUM,26.0,46.420979020979026,70.95
Austria,OCO,70.0,MEDIUM,27.0,46.420979020979026,72.052
Austria,OCO,71.0,MEDIUM,28.0,46.420979020979026,70.668
Austria,STR,1.0,MEDIUM,2.0,46.420979020979026,81.132
Austria,STR,2.0,MEDIUM,3.0,46.420979020979026,72.248
Austria,STR,3.0,MEDIUM,4.0,46.420979020979026,71.654
Austria,STR,4.0,MEDIUM,5.0,46.420979020979026,71.336
Austria,STR,5.0,MEDIUM,6.0,46.420979020979026,71.416
Austria,STR,6.0,MEDIUM,7.0,46.420979020979026,71.486
Austria,STR,7.0,MEDIUM,8.0,46.420979020979026,71.837
Austria,STR,8.0,MEDIUM,9.0,46.420979020979026,71.701
Austria,STR,9.0,MEDIUM,10.0,46.420979020979026,71.54
Austria,STR,10.0,MEDIUM,11.0,46.420979020979026,71.695
Austria,STR,11.0,MEDIUM,12.0,46.420979020979026,72.093
Austria,STR,12.0,MEDIUM,13.0,46.420979020979026,72.055
Austria,STR,13.0,MEDIUM,14.0,46.420979020979026,72.195
Austria,STR,14.0,MEDIUM,15.0,46.420979020979026,72.029
Austria,STR,15.0,MEDIUM,16.0,46.420979020979026,72.369
Austria,STR,16.0,MEDIUM,17.0,46.420979020979026,72.388
Austria,STR,17.0,MEDIUM,18.0,46.420979020979026,72.581
Austria,STR,18.0,MEDIUM,19.0,46.420979020979026,72.576
Austria,STR,19.0,MEDIUM,20.0,46.420979020979026,72.663
Austria,STR,20.0,MEDIUM,21.0,46.420979020979026,76.301
Austria,STR,21.0,MEDIUM,1.0,46.420979020979026,87.55
Austria,STR,22.0,MEDIUM,2.0,46.420979020979026,71.25
Austria,STR,23.0,MEDIUM,3.0,46.420979020979026,71.033
Austria,STR,24.0,MEDIUM,4.0,46.420979020979026,71.309
Austria,STR,25.0,MEDIUM,5.0,46.420979020979026,71.478
Austria,STR,26.0,MEDIUM,6.0,46.420979020979026,71.397
Austria,STR,27.0,MEDIUM,7.0,46.420979020979026,71.413
Austria,STR,28.0,MEDIUM,8.0,46.420979020979026,71.464
Austria,STR,29.0,MEDIUM,9.0,46.420979020979026,71.378
Austria,STR,30.0,MEDIUM,10.0,46.420979020979026,71.349
Austria,STR,31.0,MEDIUM,11.0,46.420979020979026,71.344
Austria,STR,32.0,MEDIUM,12.0,46.420979020979026,71.275
Austria,STR,33.0,MEDIUM,13.0,46.420979020979026,71.365
Austria,STR,34.0,MEDIUM,14.0,46.420979020979026,71.625
Austria,STR,35.0,MEDIUM,15.0,46.420979020979026,71.826
Austria,STR,36.0,MEDIUM,16.0,46.420979020979026,72.029
Austria,STR,37.0,MEDIUM,17.0,46.420979020979026,71.884
Austria,STR,38.0,MEDIUM,18.0,46.420979020979026,72.042
Austria,STR,39.0,MEDIUM,19.0,46.420979020979026,72.507
Austria,STR,40.0,MEDIUM,20.0,46.420979020979026,72.3
Austria,STR,41.0,MEDIUM,21.0,46.420979020979026,71.896
Austria,STR,42.0,MEDIUM,22.0,46.420979020979026,71.585
Austria,STR,43.0,MEDIUM,23.0,46.420979020979026,74.734
Austria,STR,44.0,HARD,2.0,46.420979020979026,88.238
Austria,STR,45.0,HARD,3.0,46.420979020979026,70.453
Austria,STR,46.0,HARD,4.0,46.420979020979026,70.567
Austria,STR,47.0,HARD,5.0,46.420979020979026,70.435
Austria,STR,48.0,HARD,6.0,46.420979020979026,70.443
Austria,STR,49.0,HARD,7.0,46.420979020979026,70.42
Austria,STR,50.0,HARD,8.0,46.420979020979026,70.52
Austria,STR,51.0,HARD,9.0,46.420979020979026,70.707
Austria,STR,52.0,HARD,10.0,46.420979020979026,70.561
Austria,STR,53.0,HARD,11.0,46.420979020979026,70.565
Austria,STR,54.0,HARD,12.0,46.420979020979026,70.143
Austria,STR,55.0,HARD,13.0,46.420979020979026,72.569
Austria,STR,56.0,HARD,14.0,46.420979020979026,70.437
Austria,STR,57.0,HARD,15.0,46.420979020979026,70.822
Austria,STR,58.0,HARD,16.0,46.420979020979026,70.638
Austria,STR,59.0,HARD,17.0,46.420979020979026,71.099
Austria,STR,60.0,HARD,18.0,46.420979020979026,70.984
Austria,STR,61.0,HARD,19.0,46.420979020979026,70.7
Austria,STR,62.0,HARD,20.0,46.420979020979026,72.102
Austria,STR,64.0,HARD,22.0,46.420979020979026,71.322
Austria,STR,66.0,HARD,24.0,46.420979020979026,72.255
Austria,STR,67.0,HARD,25.0,46.420979020979026,73.949
Austria,STR,68.0,HARD,26.0,46.420979020979026,70.91
Austria,STR,69.0,HARD,27.0,46.420979020979026,70.935
Austria,STR,70.0,HARD,28.0,46.420979020979026,71.538
Austria,TSU,1.0,MEDIUM,1.0,46.420979020979026,80.095
Austria,TSU,2.0,MEDIUM,2.0,46.420979020979026,71.613
Austria,TSU,3.0,MEDIUM,3.0,46.420979020979026,71.537
Austria,TSU,4.0,MEDIUM,4.0,46.420979020979026,71.316
Austria,TSU,5.0,MEDIUM,5.0,46.420979020979026,71.406
Austria,TSU,6.0,MEDIUM,6.0,46.420979020979026,71.401
Austria,TSU,7.0,MEDIUM,7.0,46.420979020979026,71.607
Austria,TSU,8.0,MEDIUM,8.0,46.420979020979026,71.722
Austria,TSU,9.0,MEDIUM,9.0,46.420979020979026,71.521
Austria,TSU,10.0,MEDIUM,10.0,46.420979020979026,71.674
Austria,TSU,11.0,MEDIUM,11.0,46.420979020979026,71.8
Austria,TSU,12.0,MEDIUM,12.0,46.420979020979026,71.924
Austria,TSU,13.0,MEDIUM,13.0,46.420979020979026,72.167
Austria,TSU,14.0,MEDIUM,14.0,46.420979020979026,72.095
Austria,TSU,15.0,MEDIUM,15.0,46.420979020979026,72.329
Austria,TSU,16.0,MEDIUM,16.0,46.420979020979026,72.447
Austria,TSU,17.0,MEDIUM,17.0,46.420979020979026,72.463
Austria,TSU,18.0,MEDIUM,18.0,46.420979020979026,72.484
Austria,TSU,19.0,MEDIUM,19.0,46.420979020979026,72.571
Austria,TSU,20.0,MEDIUM,20.0,46.420979020979026,72.652
Austria,TSU,21.0,MEDIUM,21.0,46.420979020979026,76.247
Austria,TSU,22.0,HARD,1.0,46.420979020979026,88.068
Austria,TSU,23.0,HARD,2.0,46.420979020979026,71.011
Austria,TSU,24.0,HARD,3.0,46.420979020979026,71.463
Austria,TSU,25.0,HARD,4.0,46.420979020979026,71.534
Austria,TSU,26.0,HARD,5.0,46.420979020979026,71.145
Austria,TSU,27.0,HARD,6.0,46.420979020979026,71.262
Austria,TSU,28.0,HARD,7.0,46.420979020979026,71.281
Austria,TSU,29.0,HARD,8.0,46.420979020979026,71.232
Austria,TSU,30.0,HARD,9.0,46.420979020979026,71.245
Austria,TSU,31.0,HARD,10.0,46.420979020979026,71.128
Austria,TSU,32.0,HARD,11.0,46.420979020979026,71.361
Austria,TSU,33.0,HARD,12.0,46.420979020979026,71.368
Austria,TSU,34.0,HARD,13.0,46.420979020979026,71.754
Austria,TSU,35.0,HARD,14.0,46.420979020979026,71.942
Austria,TSU,36.0,HARD,15.0,46.420979020979026,71.95
Austria,TSU,37.0,HARD,16.0,46.420979020979026,71.94
Austria,TSU,38.0,HARD,17.0,46.420979020979026,71.594
Austria,TSU,39.0,HARD,18.0,46.420979020979026,71.688
Austria,TSU,40.0,HARD,19.0,46.420979020979026,71.737
Austria,TSU,41.0,HARD,20.0,46.420979020979026,71.872
Austria,TSU,42.0,HARD,21.0,46.420979020979026,71.839
Austria,TSU,43.0,HARD,22.0,46.420979020979026,71.859
Austria,TSU,44.0,HARD,23.0,46.420979020979026,75.062
Austria,TSU,45.0,HARD,1.0,46.420979020979026,91.829
Austria,TSU,46.0,HARD,2.0,46.420979020979026,70.947
Austria,TSU,47.0,HARD,3.0,46.420979020979026,70.809
Austria,TSU,48.0,HARD,4.0,46.420979020979026,70.587
Austria,TSU,49.0,HARD,5.0,46.420979020979026,70.6
Austria,TSU,50.0,HARD,6.0,46.420979020979026,70.556
Austria,TSU,51.0,HARD,7.0,46.420979020979026,70.7
Austria,TSU,52.0,HARD,8.0,46.420979020979026,70.762
Austria,TSU,53.0,HARD,9.0,46.420979020979026,73.342
Austria,TSU,54.0,HARD,10.0,46.420979020979026,70.318
Austria,TSU,55.0,HARD,11.0,46.420979020979026,70.648
Austria,TSU,56.0,HARD,12.0,46.420979020979026,70.621
Austria,TSU,57.0,HARD,13.0,46.420979020979026,71.613
Austria,TSU,58.0,HARD,14.0,46.420979020979026,70.916
Austria,TSU,59.0,HARD,15.0,46.420979020979026,70.879
Austria,TSU,60.0,HARD,16.0,46.420979020979026,70.847
Austria,TSU,61.0,HARD,17.0,46.420979020979026,72.473
Austria,TSU,62.0,HARD,18.0,46.420979020979026,70.964
Austria,TSU,64.0,HARD,20.0,46.420979020979026,71.743
Austria,TSU,66.0,HARD,22.0,46.420979020979026,70.914
Austria,TSU,67.0,HARD,23.0,46.420979020979026,70.845
Austria,TSU,68.0,HARD,24.0,46.420979020979026,71.048
Austria,TSU,69.0,HARD,25.0,46.420979020979026,70.785
Austria,TSU,70.0,HARD,26.0,46.420979020979026,71.09
Austria,ALB,1.0,MEDIUM,1.0,46.420979020979026,80.507
Austria,ALB,2.0,MEDIUM,2.0,46.420979020979026,72.328
Austria,ALB,3.0,MEDIUM,3.0,46.420979020979026,71.489
Austria,ALB,4.0,MEDIUM,4.0,46.420979020979026,71.506
Austria,ALB,5.0,MEDIUM,5.0,46.420979020979026,71.402
Austria,ALB,6.0,MEDIUM,6.0,46.420979020979026,71.389
Austria,ALB,7.0,MEDIUM,7.0,46.420979020979026,71.836
Austria,ALB,8.0,MEDIUM,8.0,46.420979020979026,71.627
Austria,ALB,9.0,MEDIUM,9.0,46.420979020979026,71.446
Austria,ALB,10.0,MEDIUM,10.0,46.420979020979026,71.789
Austria,ALB,11.0,MEDIUM,11.0,46.420979020979026,72.06
Austria,ALB,12.0,MEDIUM,12.0,46.420979020979026,74.616
Austria,ALB,13.0,HARD,1.0,46.420979020979026,88.859
Austria,ALB,14.0,HARD,2.0,46.420979020979026,71.379
Austria,ALB,15.0,HARD,3.0,46.420979020979026,71.266
Austria,ALB,16.0,HARD,4.0,46.420979020979026,71.342
Austria,ALB,17.0,HARD,5.0,46.420979020979026,71.486
Austria,ALB,18.0,HARD,6.0,46.420979020979026,71.564
Austria,ALB,19.0,HARD,7.0,46.420979020979026,71.602
Austria,ALB,20.0,HARD,8.0,46.420979020979026,71.677
Austria,ALB,21.0,HARD,9.0,46.420979020979026,71.28
Austria,ALB,22.0,HARD,10.0,46.420979020979026,71.653
Austria,ALB,23.0,HARD,11.0,46.420979020979026,72.175
Austria,ALB,24.0,HARD,12.0,46.420979020979026,71.171
Austria,ALB,25.0,HARD,13.0,46.420979020979026,72.308
Austria,ALB,26.0,HARD,14.0,46.420979020979026,71.37
Austria,ALB,27.0,HARD,15.0,46.420979020979026,71.872
Austria,ALB,28.0,HARD,16.0,46.420979020979026,71.931
Austria,ALB,29.0,HARD,17.0,46.420979020979026,71.717
Austria,ALB,30.0,HARD,18.0,46.420979020979026,71.618
Austria,ALB,31.0,HARD,19.0,46.420979020979026,71.888
Austria,ALB,32.0,HARD,20.0,46.420979020979026,71.931
Austria,ALB,33.0,HARD,21.0,46.420979020979026,71.767
Austria,ALB,34.0,HARD,22.0,46.420979020979026,72.038
Austria,ALB,35.0,HARD,23.0,46.420979020979026,72.367
Austria,ALB,36.0,HARD,24.0,46.420979020979026,71.99
Austria,ALB,37.0,HARD,25.0,46.420979020979026,73.504
Austria,ALB,38.0,HARD,26.0,46.420979020979026,71.964
Austria,ALB,39.0,HARD,27.0,46.420979020979026,77.195
Austria,ALB,40.0,HARD,1.0,46.420979020979026,88.111
Austria,ALB,41.0,HARD,2.0,46.420979020979026,70.364
Austria,ALB,42.0,HARD,3.0,46.420979020979026,70.736
Austria,ALB,43.0,HARD,4.0,46.420979020979026,71.011
Austria,ALB,44.0,HARD,5.0,46.420979020979026,70.848
Austria,ALB,45.0,HARD,6.0,46.420979020979026,70.649
Austria,ALB,46.0,HARD,7.0,46.420979020979026,70.913
Austria,ALB,47.0,HARD,8.0,46.420979020979026,70.936
Austria,ALB,48.0,HARD,9.0,46.420979020979026,70.661
Austria,ALB,49.0,HARD,10.0,46.420979020979026,70.676
Austria,ALB,50.0,HARD,11.0,46.420979020979026,70.961
Austria,ALB,51.0,HARD,12.0,46.420979020979026,71.146
Austria,ALB,52.0,HARD,13.0,46.420979020979026,70.827
Austria,ALB,53.0,HARD,14.0,46.420979020979026,70.812
Austria,ALB,54.0,HARD,15.0,46.420979020979026,71.922
Austria,ALB,55.0,HARD,16.0,46.420979020979026,72.452
Austria,ALB,56.0,HARD,17.0,46.420979020979026,70.716
Austria,ALB,57.0,HARD,18.0,46.420979020979026,71.095
Austria,ALB,58.0,HARD,19.0,46.420979020979026,71.009
Austria,ALB,59.0,HARD,20.0,46.420979020979026,71.128
Austria,ALB,60.0,HARD,21.0,46.420979020979026,72.202
Austria,ALB,61.0,HARD,22.0,46.420979020979026,71.036
Austria,ALB,62.0,HARD,23.0,46.420979020979026,71.005
Austria,ALB,64.0,HARD,25.0,46.420979020979026,73.165
Austria,ALB,66.0,HARD,27.0,46.420979020979026,72.159
Austria,ALB,67.0,HARD,28.0,46.420979020979026,71.206
Austria,ALB,68.0,HARD,29.0,46.420979020979026,70.851
Austria,ALB,69.0,HARD,30.0,46.420979020979026,70.933
Austria,ALB,70.0,HARD,31.0,46.420979020979026,71.437
Austria,BOT,1.0,MEDIUM,1.0,46.420979020979026,80.918
Austria,BOT,2.0,MEDIUM,2.0,46.420979020979026,72.859
Austria,BOT,3.0,MEDIUM,3.0,46.420979020979026,72.113
Austria,BOT,4.0,MEDIUM,4.0,46.420979020979026,71.571
Austria,BOT,5.0,MEDIUM,5.0,46.420979020979026,72.185
Austria,BOT,6.0,MEDIUM,6.0,46.420979020979026,71.672
Austria,BOT,7.0,MEDIUM,7.0,46.420979020979026,71.773
Austria,BOT,8.0,MEDIUM,8.0,46.420979020979026,71.941
Austria,BOT,9.0,MEDIUM,9.0,46.420979020979026,71.671
Austria,BOT,10.0,MEDIUM,10.0,46.420979020979026,71.756
Austria,BOT,11.0,MEDIUM,11.0,46.420979020979026,71.821
Austria,BOT,12.0,MEDIUM,12.0,46.420979020979026,71.965
Austria,BOT,13.0,MEDIUM,13.0,46.420979020979026,72.069
Austria,BOT,14.0,MEDIUM,14.0,46.420979020979026,72.12
Austria,BOT,15.0,MEDIUM,15.0,46.420979020979026,72.191
Austria,BOT,16.0,MEDIUM,16.0,46.420979020979026,72.754
Austria,BOT,17.0,MEDIUM,17.0,46.420979020979026,72.437
Austria,BOT,18.0,MEDIUM,18.0,46.420979020979026,72.538
Austria,BOT,19.0,MEDIUM,19.0,46.420979020979026,76.062
Austria,BOT,20.0,HARD,1.0,46.420979020979026,88.202
Austria,BOT,21.0,HARD,2.0,46.420979020979026,71.308
Austria,BOT,22.0,HARD,3.0,46.420979020979026,71.777
Austria,BOT,23.0,HARD,4.0,46.420979020979026,71.607
Austria,BOT,24.0,HARD,5.0,46.420979020979026,71.358
Austria,BOT,25.0,HARD,6.0,46.420979020979026,71.562
Austria,BOT,26.0,HARD,7.0,46.420979020979026,71.128
Austria,BOT,27.0,HARD,8.0,46.420979020979026,71.533
Austria,BOT,28.0,HARD,9.0,46.420979020979026,71.642
Austria,BOT,29.0,HARD,10.0,46.420979020979026,71.633
Austria,BOT,30.0,HARD,11.0,46.420979020979026,71.569
Austria,BOT,31.0,HARD,12.0,46.420979020979026,71.37
Austria,BOT,32.0,HARD,13.0,46.420979020979026,71.459
Austria,BOT,33.0,HARD,14.0,46.420979020979026,71.432
Austria,BOT,34.0,HARD,15.0,46.420979020979026,71.604
Austria,BOT,35.0,HARD,16.0,46.420979020979026,71.653
Austria,BOT,36.0,HARD,17.0,46.420979020979026,71.815
Austria,BOT,37.0,HARD,18.0,46.420979020979026,71.797
Austria,BOT,38.0,HARD,19.0,46.420979020979026,71.921
Austria,BOT,39.0,HARD,20.0,46.420979020979026,72.135
Austria,BOT,40.0,HARD,21.0,46.420979020979026,72.199
Austria,BOT,41.0,HARD,22.0,46.420979020979026,72.103
Austria,BOT,42.0,HARD,23.0,46.420979020979026,75.36
Austria,BOT,43.0,HARD,1.0,46.420979020979026,89.593
Austria,BOT,44.0,HARD,2.0,46.420979020979026,71.193
Austria,BOT,45.0,HARD,3.0,46.420979020979026,71.074
Austria,BOT,46.0,HARD,4.0,46.420979020979026,71.958
Austria,BOT,47.0,HARD,5.0,46.420979020979026,70.711
Austria,BOT,48.0,HARD,6.0,46.420979020979026,70.449
Austria,BOT,49.0,HARD,7.0,46.420979020979026,70.726
Austria,BOT,50.0,HARD,8.0,46.420979020979026,70.736
Austria,BOT,51.0,HARD,9.0,46.420979020979026,71.229
Austria,BOT,52.0,HARD,10.0,46.420979020979026,72.04
Austria,BOT,53.0,HARD,11.0,46.420979020979026,71.0
Austria,BOT,54.0,HARD,12.0,46.420979020979026,70.902
Austria,BOT,55.0,HARD,13.0,46.420979020979026,70.536
Austria,BOT,56.0,HARD,14.0,46.420979020979026,71.177
Austria,BOT,57.0,HARD,15.0,46.420979020979026,71.473
Austria,BOT,58.0,HARD,16.0,46.420979020979026,72.808
Austria,BOT,59.0,HARD,17.0,46.420979020979026,73.607
Austria,BOT,60.0,HARD,18.0,46.420979020979026,70.778
Austria,BOT,61.0,HARD,19.0,46.420979020979026,71.21
Austria,BOT,62.0,HARD,20.0,46.420979020979026,71.356
Austria,BOT,64.0,HARD,22.0,46.420979020979026,71.574
Austria,BOT,66.0,HARD,24.0,46.420979020979026,71.464
Austria,BOT,67.0,HARD,25.0,46.420979020979026,71.11
Austria,BOT,68.0,HARD,26.0,46.420979020979026,71.085
Austria,BOT,69.0,HARD,27.0,46.420979020979026,71.174
Austria,BOT,70.0,HARD,28.0,46.420979020979026,71.022
Austria,ZHO,1.0,HARD,1.0,46.420979020979026,84.058
Austria,ZHO,2.0,HARD,2.0,46.420979020979026,71.66
Austria,ZHO,3.0,HARD,3.0,46.420979020979026,71.793
Austria,ZHO,4.0,HARD,4.0,46.420979020979026,72.269
Austria,ZHO,5.0,HARD,5.0,46.420979020979026,71.779
Austria,ZHO,6.0,HARD,6.0,46.420979020979026,71.973
Austria,ZHO,7.0,HARD,7.0,46.420979020979026,72.045
Austria,ZHO,8.0,HARD,8.0,46.420979020979026,72.089
Austria,ZHO,9.0,HARD,9.0,46.420979020979026,72.16
Austria,ZHO,10.0,HARD,10.0,46.420979020979026,72.335
Austria,ZHO,11.0,HARD,11.0,46.420979020979026,72.068
Austria,ZHO,12.0,HARD,12.0,46.420979020979026,72.397
Austria,ZHO,13.0,HARD,13.0,46.420979020979026,72.211
Austria,ZHO,14.0,HARD,14.0,46.420979020979026,72.337
Austria,ZHO,15.0,HARD,15.0,46.420979020979026,72.239
Austria,ZHO,16.0,HARD,16.0,46.420979020979026,72.441
Austria,ZHO,17.0,HARD,17.0,46.420979020979026,72.852
Austria,ZHO,18.0,HARD,18.0,46.420979020979026,73.866
Austria,ZHO,19.0,HARD,19.0,46.420979020979026,72.597
Austria,ZHO,20.0,HARD,20.0,46.420979020979026,75.649
Austria,ZHO,21.0,HARD,21.0,46.420979020979026,73.624
Austria,ZHO,22.0,HARD,22.0,46.420979020979026,73.307
Austria,ZHO,23.0,HARD,23.0,46.420979020979026,72.674
Austria,ZHO,24.0,HARD,24.0,46.420979020979026,72.726
Austria,ZHO,25.0,HARD,25.0,46.420979020979026,74.091
